DATA INICIAL,DATA FINAL,ESTADO,MUNICÍPIO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,COEF DE VARIAÇÃO REVENDA,periodo_referencia
2023-08-27 00:00:00,2023-09-02 00:00:00,SERGIPE,ARACAJU,ETANOL HIDRATADO,16,R$/l,4.79,0.0957078889120432,4.57,4.89,0.02,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARA,BELEM,ETANOL HIDRATADO,7,R$/l,4.66,0.3286552688065197,4.29,5.19,0.071,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MINAS GERAIS,BELO HORIZONTE,ETANOL HIDRATADO,40,R$/l,3.5,0.10822311947889689,3.34,3.79,0.031,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RORAIMA,BOA VISTA,ETANOL HIDRATADO,4,R$/l,4.94,0.14,4.87,5.15,0.028,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,DISTRITO FEDERAL,BRASILIA,ETANOL HIDRATADO,49,R$/l,3.77,0.14249865735135464,3.58,3.99,0.038,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,ETANOL HIDRATADO,4,R$/l,3.55,0.07895146188218008,3.49,3.65,0.022,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO,CUIABA,ETANOL HIDRATADO,18,R$/l,3.36,0.05069774588587245,3.22,3.39,0.015,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARANA,CURITIBA,ETANOL HIDRATADO,44,R$/l,4.36,0.13840147501933073,4.17,4.99,0.032,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SANTA CATARINA,FLORIANOPOLIS,ETANOL HIDRATADO,12,R$/l,4.47,0.3547715867820855,3.99,5.09,0.079,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,CEARA,FORTALEZA,ETANOL HIDRATADO,46,R$/l,4.77,0.22472366283433787,4.35,5.19,0.047,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,GOIAS,GOIANIA,ETANOL HIDRATADO,44,R$/l,3.62,0.13158229605174654,3.27,3.79,0.036,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARAIBA,JOAO PESSOA,ETANOL HIDRATADO,19,R$/l,4.19,0.06956842733504434,3.99,4.29,0.017,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAPA,MACAPA,ETANOL HIDRATADO,1,R$/l,5.6,0,5.6,5.6,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ALAGOAS,MACEIO,ETANOL HIDRATADO,19,R$/l,4.3,0.15283672440707888,4.15,4.63,0.035,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAZONAS,MANAUS,ETANOL HIDRATADO,33,R$/l,4.75,0.08143597596773912,4.49,4.79,0.017,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO NORTE,NATAL,ETANOL HIDRATADO,19,R$/l,4.92,0.22040499670628935,4.57,5.59,0.045,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,TOCANTINS,PALMAS,ETANOL HIDRATADO,13,R$/l,4.54,0.13357990022301164,4.39,4.79,0.029,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,ETANOL HIDRATADO,11,R$/l,4.56,0.3588542373114238,3.98,5.19,0.079,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RONDONIA,PORTO VELHO,ETANOL HIDRATADO,8,R$/l,4.9,0.175453494041665,4.61,5.25,0.036,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PERNAMBUCO,RECIFE,ETANOL HIDRATADO,27,R$/l,4.38,0.12612005314884628,4.23,4.59,0.029,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ACRE,RIO BRANCO,ETANOL HIDRATADO,8,R$/l,4.74,0.13330282389035447,4.59,4.99,0.028,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,ETANOL HIDRATADO,67,R$/l,3.94,0.12947551017106282,3.68,4.39,0.033,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,BAHIA,SALVADOR,ETANOL HIDRATADO,30,R$/l,4.42,0.17870414772408924,4.24,4.99,0.04,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MARANHAO,SAO LUIS,ETANOL HIDRATADO,12,R$/l,4.29,0.12078969954077838,4.08,4.59,0.028,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SAO PAULO,SAO PAULO,ETANOL HIDRATADO,180,R$/l,3.48,0.4208627411964313,2.99,4.99,0.121,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PIAUI,TERESINA,ETANOL HIDRATADO,23,R$/l,4.35,0.14208637355287493,4.07,4.49,0.033,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ESPIRITO SANTO,VITORIA,ETANOL HIDRATADO,9,R$/l,4.14,0.32848135411313684,3.89,4.99,0.079,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SERGIPE,ARACAJU,GASOLINA ADITIVADA,14,R$/l,6.46,0.08871797518473425,6.3,6.65,0.014,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARA,BELEM,GASOLINA ADITIVADA,7,R$/l,6.26,0.3495098608868466,5.89,6.89,0.056,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MINAS GERAIS,BELO HORIZONTE,GASOLINA ADITIVADA,30,R$/l,5.79,0.14759216874841996,5.57,6.19,0.025,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RORAIMA,BOA VISTA,GASOLINA ADITIVADA,17,R$/l,6.06,0.08000459545624643,5.97,6.25,0.013,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,DISTRITO FEDERAL,BRASILIA,GASOLINA ADITIVADA,46,R$/l,5.9,0.1385900359608614,5.57,6.22,0.023,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,GASOLINA ADITIVADA,2,R$/l,5.73,0.36769552621700474,5.47,5.99,0.064,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO,CUIABA,GASOLINA ADITIVADA,6,R$/l,5.91,0.24166091947189144,5.57,6.19,0.041,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARANA,CURITIBA,GASOLINA ADITIVADA,35,R$/l,6.44,0.15650865146436244,6.19,6.69,0.024,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SANTA CATARINA,FLORIANOPOLIS,GASOLINA ADITIVADA,17,R$/l,6.05,0.2720807622314937,5.49,6.68,0.045,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,CEARA,FORTALEZA,GASOLINA ADITIVADA,38,R$/l,6.45,0.13816131540844268,6.24,6.69,0.021,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,GOIAS,GOIANIA,GASOLINA ADITIVADA,27,R$/l,5.87,0.19284051542003405,5.51,6.27,0.033,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARAIBA,JOAO PESSOA,GASOLINA ADITIVADA,12,R$/l,6.03,0.08432890154842311,5.89,6.17,0.014,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAPA,MACAPA,GASOLINA ADITIVADA,3,R$/l,5.97,0.09073771725877466,5.89,6.07,0.015,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ALAGOAS,MACEIO,GASOLINA ADITIVADA,16,R$/l,6.05,0.1616168308066954,5.85,6.49,0.027,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAZONAS,MANAUS,GASOLINA ADITIVADA,32,R$/l,6.62,0.08161425792577051,6.39,6.79,0.012,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO NORTE,NATAL,GASOLINA ADITIVADA,17,R$/l,6.48,0.2250865846474092,5.98,6.99,0.035,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,TOCANTINS,PALMAS,GASOLINA ADITIVADA,13,R$/l,6.38,0.10589665983449414,6.29,6.59,0.017,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,GASOLINA ADITIVADA,35,R$/l,5.93,0.24825271753740358,5.39,6.49,0.042,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RONDONIA,PORTO VELHO,GASOLINA ADITIVADA,10,R$/l,6.65,0.11976365614548236,6.57,6.89,0.018,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PERNAMBUCO,RECIFE,GASOLINA ADITIVADA,17,R$/l,6.11,0.12348493597101108,5.97,6.37,0.02,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ACRE,RIO BRANCO,GASOLINA ADITIVADA,13,R$/l,6.68,0.08338203704973933,6.59,6.85,0.012,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,GASOLINA ADITIVADA,73,R$/l,5.87,0.28642325335224234,5.35,6.68,0.049,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,BAHIA,SALVADOR,GASOLINA ADITIVADA,29,R$/l,6.14,0.15760991941977318,5.94,6.39,0.026,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MARANHAO,SAO LUIS,GASOLINA ADITIVADA,14,R$/l,5.83,0.2123714866728779,5.49,6.18,0.036,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SAO PAULO,SAO PAULO,GASOLINA ADITIVADA,193,R$/l,5.96,0.5883836233380695,5.05,8.69,0.099,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PIAUI,TERESINA,GASOLINA ADITIVADA,23,R$/l,6.15,0.1668210089043275,5.78,6.39,0.027,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ESPIRITO SANTO,VITORIA,GASOLINA ADITIVADA,12,R$/l,5.82,0.1887980322188157,5.59,6.14,0.032,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SERGIPE,ARACAJU,GASOLINA COMUM,17,R$/l,6.37,0.027506683679768152,6.3,6.39,0.004,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARA,BELEM,GASOLINA COMUM,19,R$/l,5.65,0.21818630378164147,5.49,6.29,0.039,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MINAS GERAIS,BELO HORIZONTE,GASOLINA COMUM,40,R$/l,5.52,0.09243015380996254,5.43,5.79,0.017,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RORAIMA,BOA VISTA,GASOLINA COMUM,17,R$/l,5.95,0.05939647444478997,5.92,6.1,0.01,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,DISTRITO FEDERAL,BRASILIA,GASOLINA COMUM,50,R$/l,5.81,0.1067992585772629,5.57,5.98,0.018,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,GASOLINA COMUM,4,R$/l,5.55,0.16492422502470644,5.37,5.69,0.03,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO,CUIABA,GASOLINA COMUM,19,R$/l,5.68,0.11604848754718135,5.45,5.89,0.02,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARANA,CURITIBA,GASOLINA COMUM,48,R$/l,6.24,0.07552622718571213,5.99,6.49,0.012,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SANTA CATARINA,FLORIANOPOLIS,GASOLINA COMUM,15,R$/l,5.91,0.21774821632859756,5.39,6.19,0.037,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,CEARA,FORTALEZA,GASOLINA COMUM,46,R$/l,6.31,0.06904769757973687,6.24,6.39,0.011,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,GOIAS,GOIANIA,GASOLINA COMUM,43,R$/l,5.71,0.11308617437597959,5.49,5.99,0.02,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARAIBA,JOAO PESSOA,GASOLINA COMUM,18,R$/l,5.88,0.027912093567489013,5.87,5.99,0.005,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAPA,MACAPA,GASOLINA COMUM,17,R$/l,5.62,0.07978371498288726,5.45,5.79,0.014,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ALAGOAS,MACEIO,GASOLINA COMUM,17,R$/l,5.81,0.05270617778278547,5.78,5.97,0.009,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAZONAS,MANAUS,GASOLINA COMUM,40,R$/l,6.58,0.047457808522345296,6.29,6.59,0.007,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO NORTE,NATAL,GASOLINA COMUM,16,R$/l,6.4,0.1695680787569799,5.98,6.59,0.026,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,TOCANTINS,PALMAS,GASOLINA COMUM,14,R$/l,6.31,0.05680117627632043,6.29,6.49,0.009,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,GASOLINA COMUM,34,R$/l,5.74,0.1723539449880425,5.35,5.99,0.03,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RONDONIA,PORTO VELHO,GASOLINA COMUM,19,R$/l,6.58,0.012425214883947912,6.54,6.59,0.002,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PERNAMBUCO,RECIFE,GASOLINA COMUM,24,R$/l,5.93,0.043320092737465475,5.86,5.99,0.007,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ACRE,RIO BRANCO,GASOLINA COMUM,14,R$/l,6.64,0.05941102868719182,6.57,6.79,0.009,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,GASOLINA COMUM,70,R$/l,5.63,0.21005199987170683,5.29,6.29,0.037,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,BAHIA,SALVADOR,GASOLINA COMUM,29,R$/l,5.97,0.03334031125649254,5.89,6.09,0.006,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MARANHAO,SAO LUIS,GASOLINA COMUM,19,R$/l,5.56,0.13272008093367385,5.31,5.98,0.024,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SAO PAULO,SAO PAULO,GASOLINA COMUM,182,R$/l,5.64,0.5158714178689768,4.96,7.59,0.091,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PIAUI,TERESINA,GASOLINA COMUM,21,R$/l,5.88,0.08451824260674931,5.75,5.99,0.014,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ESPIRITO SANTO,VITORIA,GASOLINA COMUM,12,R$/l,5.69,0.14433756729740646,5.49,5.89,0.025,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SERGIPE,ARACAJU,GLP,20,R$/13kg,97.43,5.37682304457117,89,110,0.055,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARA,BELEM,GLP,33,R$/13kg,102.36,8.1088874619896,89.99,120,0.079,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MINAS GERAIS,BELO HORIZONTE,GLP,31,R$/13kg,106.09,11.672678623030754,85,129,0.11,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RORAIMA,BOA VISTA,GLP,29,R$/13kg,124.69,6.908087642527945,115,140,0.055,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,DISTRITO FEDERAL,BRASILIA,GLP,52,R$/13kg,91.37,5.674886235496006,82.99,119.99,0.062,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,GLP,1,R$/13kg,98,0,98,98,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO,CUIABA,GLP,34,R$/13kg,115.49,12.56915716915653,85,137,0.109,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARANA,CURITIBA,GLP,52,R$/13kg,91.93,6.114607882979437,78.9,119.99,0.067,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SANTA CATARINA,FLORIANOPOLIS,GLP,7,R$/13kg,116.71,4.715728494951256,110,125,0.04,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,CEARA,FORTALEZA,GLP,29,R$/13kg,96.45,6.887490248354786,87.99,110,0.071,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,GOIAS,GOIANIA,GLP,50,R$/13kg,102.33,8.309754327270563,85.99,130,0.081,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARAIBA,JOAO PESSOA,GLP,32,R$/13kg,101.24,9.709523675237627,79.99,110,0.096,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAPA,MACAPA,GLP,19,R$/13kg,115,5.607534613753574,105,128,0.049,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ALAGOAS,MACEIO,GLP,33,R$/13kg,92.96,6.8965394127208555,84,110,0.074,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAZONAS,MANAUS,GLP,84,R$/13kg,116.01,7.023065196225242,106.99,140,0.061,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO NORTE,NATAL,GLP,21,R$/13kg,104.32,12.391202716520489,85,128,0.119,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,TOCANTINS,PALMAS,GLP,19,R$/13kg,118.68,4.410248564158354,110,127,0.037,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,GLP,21,R$/13kg,103.88,3.9507323010153086,98,112,0.038,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RONDONIA,PORTO VELHO,GLP,33,R$/13kg,106.03,8.534799530762456,93,125,0.08,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PERNAMBUCO,RECIFE,GLP,19,R$/13kg,82.54,5.537841589796896,76,100,0.067,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ACRE,RIO BRANCO,GLP,33,R$/13kg,112.09,7.303097101417129,98,126,0.065,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,GLP,38,R$/13kg,93.99,6.459818004297695,84,115,0.069,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,BAHIA,SALVADOR,GLP,13,R$/13kg,103.92,11.906301445140892,84.99,120,0.115,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MARANHAO,SAO LUIS,GLP,24,R$/13kg,91.36,3.044621296742784,89.99,100,0.033,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SAO PAULO,SAO PAULO,GLP,61,R$/13kg,103.92,8.095719502446652,89.99,120,0.078,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PIAUI,TERESINA,GLP,33,R$/13kg,96.75,4.078801930640165,89.99,105,0.042,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ESPIRITO SANTO,VITORIA,GLP,8,R$/13kg,93.74,5.173078490746934,85,99.99,0.055,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SERGIPE,ARACAJU,GNV,5,R$/m³,4.95,0,4.95,4.95,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MINAS GERAIS,BELO HORIZONTE,GNV,6,R$/m³,4.69,0.2272150229775018,4.55,4.99,0.048,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARANA,CURITIBA,GNV,3,R$/m³,5.08,0.17616280348965083,4.98,5.29,0.035,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SANTA CATARINA,FLORIANOPOLIS,GNV,1,R$/m³,4.99,0,4.99,4.99,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,CEARA,FORTALEZA,GNV,7,R$/m³,4.97,0.03779644730092272,4.89,4.99,0.008,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARAIBA,JOAO PESSOA,GNV,3,R$/m³,4.46,0,4.46,4.46,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ALAGOAS,MACEIO,GNV,7,R$/m³,4.7,0.03779644730092272,4.69,4.79,0.008,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAZONAS,MANAUS,GNV,1,R$/m³,4.49,0,4.49,4.49,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO NORTE,NATAL,GNV,5,R$/m³,4.76,0.04277849927241488,4.69,4.79,0.009,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,GNV,3,R$/m³,4.6,0.25006665778014736,4.43,4.89,0.054,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PERNAMBUCO,RECIFE,GNV,5,R$/m³,3.39,0,3.39,3.39,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,GNV,30,R$/m³,4.29,0.12849079755947998,4.07,4.59,0.03,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,BAHIA,SALVADOR,GNV,6,R$/m³,4.16,0.11291589790636215,3.99,4.29,0.027,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,SAO PAULO,SAO PAULO,GNV,18,R$/m³,4.11,0.3065750076149679,3.76,4.88,0.075,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ESPIRITO SANTO,VITORIA,GNV,2,R$/m³,4.79,0,4.79,4.79,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MINAS GERAIS,BELO HORIZONTE,OLEO DIESEL,3,R$/l,5.82,0.11547005383792516,5.69,5.89,0.02,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RORAIMA,BOA VISTA,OLEO DIESEL,12,R$/l,6.11,0.07969639359164976,6.03,6.21,0.013,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,DISTRITO FEDERAL,BRASILIA,OLEO DIESEL,23,R$/l,6.19,0.23576215656123264,5.94,6.65,0.038,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,OLEO DIESEL,2,R$/l,6.12,0.24041630560342617,5.95,6.29,0.039,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,MATO GROSSO,CUIABA,OLEO DIESEL,10,R$/l,6.19,0.11575836902790226,5.97,6.38,0.019,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARANA,CURITIBA,OLEO DIESEL,10,R$/l,6.02,0.32676869155073257,5.69,6.89,0.054,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,CEARA,FORTALEZA,OLEO DIESEL,1,R$/l,5.59,0,5.59,5.59,0,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,GOIAS,GOIANIA,OLEO DIESEL,11,R$/l,6.22,0.1406672411305231,5.99,6.39,0.023,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,PARAIBA,JOAO PESSOA,OLEO DIESEL,5,R$/l,5.63,0.1140175425099138,5.49,5.79,0.02,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAPA,MACAPA,OLEO DIESEL,3,R$/l,6.27,0.7678758580222023,5.67,7.14,0.122,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,ALAGOAS,MACEIO,OLEO DIESEL,6,R$/l,5.95,0.2225009363276179,5.79,6.38,0.037,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,AMAZONAS,MANAUS,OLEO DIESEL,20,R$/l,5.78,0.01394538218230416,5.74,5.79,0.002,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO NORTE,NATAL,OLEO DIESEL,7,R$/l,6.3,0.19268775630166912,5.99,6.49,0.031,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,TOCANTINS,PALMAS,OLEO DIESEL,10,R$/l,5.84,0.13040109065665229,5.59,6.05,0.022,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,OLEO DIESEL,9,R$/l,6,0.4939916778426311,5.6,7.19,0.082,2023-08-27 a 2023-09-02
2023-08-27 00:00:00,2023-09-02 00:00:00,RONDONIA,PORTO VELHO,OLEO DIESEL,11,R$/l,6.42,0.45062986222316953,5.97,7.73,0.07,2023-08-27 a 2023-09-02
